"job_title","job_link","job_type","job_category","posted","deadline","location","actual_job_title","company","job_status"
"Terms of References_ Recruiting Local Consultant for Technical Assistance on Agriculture Financial Product Review & Development tender at Urwego Finance CBC","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-References-Recruiting-Local-Consultant-for-Technical-Assistance-on-Agriculture-Financial-Product-Review-Development-tender-at-Urwego-Finance-CBC-38551","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of References_ Recruiting Local Consultant for Technical Assistance on Agriculture Financial Product Review & Development tender at Urwego Finance CBC","Urwego Finance CBC","Inactive"
"Terms of References_ Recruiting Local Consultant Development of Training Materials, Farming Contract Model and Handbooks on Farming Contracts for Serve Participants  tender at Urwego Finance CBC","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-References-Recruiting-Local-Consultant-Development-of-Training-Materials,-Farming-Contract-Model-and-Handbooks-on-Farming-Contracts-for-Serve-Participants-tender-at-Urwego-Finance-CBC-38552","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of References_ Recruiting Local Consultant Development of Training Materials, Farming Contract Model and Handbooks on Farming Contracts for Serve Participants  tender at Urwego Finance CBC","Urwego Finance CBC","Inactive"
"Expression of Interest for the Capacity Building Programme on ITC Market Analysis Tools tender at International trade center(ITC)","https://www.greatrwandajobs.com/jobs/job-detail/job-Expression-of-Interest-for-the-Capacity-Building-Programme-on-ITC-Market-Analysis-Tools-tender-at-International-trade-centerITC-38557","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Expression of Interest for the Capacity Building Programme on ITC Market Analysis Tools tender at International trade center(ITC)","International trade center(ITC)","Inactive"
"Recruitment of a Consulting Company for the Provision of Event Management Services tender at ICPAR(Institute of Certified Public Accountants of Rwanda)","https://www.greatrwandajobs.com/jobs/job-detail/job-Recruitment-of-a-Consulting-Company-for-the-Provision-of-Event-Management-Services-tender-at-ICPARInstitute-of-Certified-Public-Accountants-of-Rwanda-38549","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Recruitment of a Consulting Company for the Provision of Event Management Services tender at ICPAR(Institute of Certified Public Accountants of Rwanda)","ICPAR(Institute of Certified Public Accountants of Rwanda)","Inactive"
"Terms of Reference for Rwandan Implementation Company- Collection of Midline Data for the Nutrition in City Ecosystems (NICE) Project tender at Swiss Tropical and Public Health Institute (Suiss TPH)","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Rwandan-Implementation-Company-Collection-of-Midline-Data-for-the-Nutrition-in-City-Ecosystems-NICE-Project-tender-at-Swiss-Tropical-and-Public-Health-Institute-Suiss-TPH-38554","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of Reference for Rwandan Implementation Company- Collection of Midline Data for the Nutrition in City Ecosystems (NICE) Project tender at Swiss Tropical and Public Health Institute (Suiss TPH)","Swiss Tropical and Public Health Institute (Suiss TPH)","Inactive"
"Terms of Reference for Procuring 3 Motorcycles tender at Benishyaka","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Procuring-3-Motorcycles-tender-at-Benishyaka-38543","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of Reference for Procuring 3 Motorcycles tender at Benishyaka","Benishyaka","Inactive"
"Invitation to Bids for the Supply and Installation of Fire Suppression System, Insulators, Certified Electrical Items to RMS Buildings tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Invitation-to-Bids-for-the-Supply-and-Installation-of-Fire-Suppression-System,-Insulators,-Certified-Electrical-Items-to-RMS-Buildings-tender-at-Rwanda-Medical-Supply-Ltd-38539","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Invitation to Bids for the Supply and Installation of Fire Suppression System, Insulators, Certified Electrical Items to RMS Buildings tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Invitation to Bids for  Provisional of IT Equipment to RMS LTD tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Invitation-to-Bids-for-Provisional-of-IT-Equipment-to-RMS-LTD-tender-at-Rwanda-Medical-Supply-Ltd-38540","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Invitation to Bids for  Provisional of IT Equipment to RMS LTD tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Invitation to Bids Provisional of IT Printing Consumables to RMS LTD tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Invitation-to-Bids-Provisional-of-IT-Printing-Consumables-to-RMS-LTD-tender-at-Rwanda-Medical-Supply-Ltd-38541","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Invitation to Bids Provisional of IT Printing Consumables to RMS LTD tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Terms of Reference for Farming as a Business Training Delivery for the KIIWP 2 Project tender at Cordaid","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Farming-as-a-Business-Training-Delivery-for-the-KIIWP-2-Project-tender-at-Cordaid-38555","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of Reference for Farming as a Business Training Delivery for the KIIWP 2 Project tender at Cordaid","Cordaid","Inactive"
"Terms of Reference for Digital Financial Literacy Training for KIIWP 2 Target Groupst tender at Cordaid","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Digital-Financial-Literacy-Training-for-KIIWP-2-Target-Groupst-tender-at-Cordaid-38556","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of Reference for Digital Financial Literacy Training for KIIWP 2 Target Groupst tender at Cordaid","Cordaid","Inactive"
"Terms of Reference for Evaluation of People With Disabilities in Rwanda Improve Their Economic Situation tender at Christian Blind Mission (CBM)","https://www.greatrwandajobs.com/jobs/job-detail/job-Terms-of-Reference-for-Evaluation-of-People-With-Disabilities-in-Rwanda-Improve-Their-Economic-Situation-tender-at-Christian-Blind-Mission-CBM-38546","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Terms of Reference for Evaluation of People With Disabilities in Rwanda Improve Their Economic Situation tender at Christian Blind Mission (CBM)","Christian Blind Mission (CBM)","Inactive"
"Call for Application for Training on Rwandan Taxation System tender at The Result Consult Co. Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Call-for-Application-for-Training-on-Rwandan-Taxation-System-tender-at-The-Result-Consult-Co.-Ltd-38550","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Call for Application for Training on Rwandan Taxation System tender at The Result Consult Co. Ltd","The Result Consult Co. Ltd","Inactive"
"Tender to Procure and Distribute Agricultural Inputs to Support Farmers in Mushishito Marshland Located in Nyamagabe District tender at DUHAMIC-ADRI","https://www.greatrwandajobs.com/jobs/job-detail/job-Tender-to-Procure-and-Distribute-Agricultural-Inputs-to-Support-Farmers-in-Mushishito-Marshland-Located-in-Nyamagabe-District-tender-at-DUHAMIC-ADRI-38553","Full-Time","Tenders in Rwanda","Posted: 29 Days Ago",2024-10-25,"Kigali","Tender to Procure and Distribute Agricultural Inputs to Support Farmers in Mushishito Marshland Located in Nyamagabe District tender at DUHAMIC-ADRI","DUHAMIC-ADRI","Inactive"
"Assistant Professor of Anatomy job at University of Global Health Equity (UGHE)","https://www.greatrwandajobs.com/jobs/job-detail/job-Assistant-Professor-of-Anatomy-job-at-University-of-Global-Health-Equity-UGHE-38538","Full-Time","Education/ Academic/ Teaching","Posted: 30 Days Ago",2024-11-09,"Butaro","Assistant Professor of Anatomy job at University of Global Health Equity (UGHE)","University of Global Health Equity (UGHE)","Active"
"Laboratory Assistant job at University of Global Health Equity (UGHE)","https://www.greatrwandajobs.com/jobs/job-detail/job-Laboratory-Assistant-job-at-University-of-Global-Health-Equity-UGHE-38537","Full-Time","Health/ Medicine","Posted: 30 Days Ago",2024-11-09,"Butaro","Laboratory Assistant job at University of Global Health Equity (UGHE)","University of Global Health Equity (UGHE)","Active"
"Corporate Engineer job at Bridges to Prosperity","https://www.greatrwandajobs.com/jobs/job-detail/job-Corporate-Engineer-job-at-Bridges-to-Prosperity-38536","Full-Time","Engineering","Posted: 30 Days Ago",2024-10-25,"Kigali","Corporate Engineer job at Bridges to Prosperity","Bridges to Prosperity","Inactive"
"Supply and Installation of Various Small Equipment tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-Installation-of-Various-Small-Equipment-tender-at-Rwanda-Medical-Supply-Ltd-38535","Full-Time","Tenders in Rwanda","Posted: 30 Days Ago",2024-10-24,"Kigali","Supply and Installation of Various Small Equipment tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Provision of Sport and Recreation Services tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Provision-of-Sport-and-Recreation-Services-tender-at-Rwanda-Medical-Supply-Ltd-38534","Full-Time","Tenders in Rwanda","Posted: 30 Days Ago",2024-10-24,"Kigali","Provision of Sport and Recreation Services tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Supply and Delivery of Office Stationaries tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-Delivery-of-Office-Stationaries-tender-at-Rwanda-Medical-Supply-Ltd-38533","Full-Time","Tenders in Rwanda","Posted: 30 Days Ago",2024-10-24,"Kigali","Supply and Delivery of Office Stationaries tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Hiring a Freight Forwarding and Clearing Firm tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Hiring-a-Freight-Forwarding-and-Clearing-Firm-tender-at-Rwanda-Medical-Supply-Ltd-38532","Full-Time","Tenders in Rwanda","Posted: 30 Days Ago",2024-10-24,"Kigali","Hiring a Freight Forwarding and Clearing Firm tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Supply of 60 Suggestion Boxes of Customer Feedback tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-60-Suggestion-Boxes-of-Customer-Feedback-tender-at-Rwanda-Medical-Supply-Ltd-38531","Full-Time","Tenders in Rwanda","Posted: 30 Days Ago",2024-10-24,"Kigali","Supply of 60 Suggestion Boxes of Customer Feedback tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Grants and Partner Capacity Development Advisor job at SNV Rwanda","https://www.greatrwandajobs.com/jobs/job-detail/job-Grants-and-Partner-Capacity-Development-Advisor-job-at-SNV-Rwanda-38530","Full-Time","Administrative","Posted: 31 Days Ago",2024-11-09,"Kigali","Grants and Partner Capacity Development Advisor job at SNV Rwanda","SNV Rwanda","Active"
"Business Assistant job at Nziza Training Academy","https://www.greatrwandajobs.com/jobs/job-detail/job-Business-Assistant-job-at-Nziza-Training-Academy-38529","Full-Time","Administrative","Posted: 31 Days Ago",2024-10-20,"Kigali","Business Assistant job at Nziza Training Academy","Nziza Training Academy","Inactive"
"Conservation & Research Manager job at Akagera National Park","https://www.greatrwandajobs.com/jobs/job-detail/job-Conservation-Research-Manager-job-at-Akagera-National-Park-38528","Full-Time","Data, Monitoring, and Research","Posted: 31 Days Ago",2024-10-25,"Kigali","Conservation & Research Manager job at Akagera National Park","Akagera National Park","Inactive"
"Supply of Starter Kits to the Farmer Service Center tender at Good Neighbors International","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-of-Starter-Kits-to-the-Farmer-Service-Center-tender-at-Good-Neighbors-International-38527","Full-Time","Tenders in Rwanda","Posted: 31 Days Ago",2024-10-17,"Kigali","Supply of Starter Kits to the Farmer Service Center tender at Good Neighbors International","Good Neighbors International","Inactive"
"Supply and Installation of Various Small Equipment tender at Rwanda Medical Supply Ltd","https://www.greatrwandajobs.com/jobs/job-detail/job-Supply-and-Installation-of-Various-Small-Equipment-tender-at-Rwanda-Medical-Supply-Ltd-38526","Full-Time","Tenders in Rwanda","Posted: 31 Days Ago",2024-11-07,"Kigali","Supply and Installation of Various Small Equipment tender at Rwanda Medical Supply Ltd","Rwanda Medical Supply Ltd","Inactive"
"Driver job at Rwanda Society of Obstetricians and Gynecologists (RSOG)","https://www.greatrwandajobs.com/jobs/job-detail/job-Driver-job-at-Rwanda-Society-of-Obstetricians-and-Gynecologists-RSOG-38525","Full-Time","Logistics/ Transportation/ Procurements","Posted: 31 Days Ago",2024-11-09,"Kigali","Driver job at Rwanda Society of Obstetricians and Gynecologists (RSOG)","Rwanda Society of Obstetricians and Gynecologists (RSOG)","Active"
"Provisions of professional auditing service tender at Ubuzima Bwiza Foundation (UBF)","https://www.greatrwandajobs.com/jobs/job-detail/job-Provisions-of-professional-auditing-service-tender-at-Ubuzima-Bwiza-Foundation-UBF-38524","Full-Time","Tenders in Rwanda","Posted: 31 Days Ago",2024-11-08,"Kigali","Provisions of professional auditing service tender at Ubuzima Bwiza Foundation (UBF)","Ubuzima Bwiza Foundation (UBF)","Inactive"
